cpu,cpu=cpu0,host=ip-172-31-47-29 usage_irq=0,usage_steal=2.631578947365855,usage_guest=0,usage_guest_nice=0,usage_idle=97.36842105259426,usage_system=0,usage_nice=0,usage_iowait=0,usage_softirq=0,usage_user=0 1727522990000000000

cpu,cpu=cpu-total,host=ip-172-31-47-29 usage_softirq=0,usage_steal=3.478260869569382,usage_guest=0,usage_user=0,usage_idle=96.52173913042623,usage_nice=0,usage_iowait=0,usage_irq=0,usage_guest_nice=0,usage_system=0 1727523000000000000

mem,host=ip-172-31-47-29 huge_pages_free=0i,huge_page_size=2097152i,shared=929792i,vmalloc_total=35184372087808i,write_back=0i,buffered=17862656i,low_free=0i,swap_total=0i,swap_free=0i,dirty=0i,high_free=0i,high_total=0i,mapped=199864320i,slab=119791616i,vmalloc_used=8695808i,write_back_tmp=0i,available=634372096i,available_percent=63.18812907226758,free=175067136i,low_total=0i,vmalloc_chunk=0i,total=1003941888i,used_percent=18.54077673467889,active=253337600i,commit_limit=501968896i,used=186138624i,inactive=394645504i,page_tables=3416064i,cached=624873472i,sreclaimable=69443584i,sunreclaim=50348032i,swap_cached=0i,committed_as=584654848i,huge_pages_total=0i 1727523030000000000

cpu,cpu=cpu-total,host=ip-172-31-47-29 usage_guest=0,usage_system=0.0999999999999801,usage_idle=99.89999999990687,usage_nice=0,usage_iowait=0,usage_guest_nice=0,usage_user=0,usage_irq=0,usage_softirq=0,usage_steal=0 1727523030000000000

cpu,cpu=cpu0,host=ip-172-31-47-29 usage_guest_nice=0,usage_system=0,usage_idle=99.90000000005224,usage_irq=0,usage_softirq=0,usage_steal=0.10000000000232831,usage_user=0,usage_nice=0,usage_iowait=0,usage_guest=0 1727523070000000000

