cpu,cpu=cpu0,host=ip-172-31-47-29 usage_iowait=0,usage_irq=0,usage_softirq=0,usage_guest=0,usage_guest_nice=0,usage_user=0,usage_system=0,usage_idle=95.78544061300546,usage_nice=0,usage_steal=4.214559386968407 1727522980000000000

mem,host=ip-172-31-47-29 available=634613760i,huge_pages_total=0i,shared=929792i,sunreclaim=50348032i,swap_cached=0i,cached=624873472i,low_total=0i,page_tables=3416064i,available_percent=63.21220058506016,write_back=0i,write_back_tmp=0i,total=1003941888i,commit_limit=501968896i,mapped=199864320i,buffered=17846272i,free=175325184i,huge_page_size=2097152i,low_free=0i,swap_free=0i,used=185896960i,used_percent=18.51670522188631,active=253337600i,vmalloc_total=35184372087808i,huge_pages_free=0i,slab=119791616i,sreclaimable=69443584i,committed_as=584654848i,high_free=0i,high_total=0i,inactive=394629120i,swap_total=0i,dirty=0i,vmalloc_chunk=0i,vmalloc_used=8695808i 1727522980000000000

cpu,cpu=cpu0,host=ip-172-31-47-29 usage_system=0.0999999999999801,usage_iowait=0,usage_steal=0,usage_guest=0,usage_guest_nice=0,usage_user=0,usage_idle=99.89999999990687,usage_nice=0,usage_irq=0,usage_softirq=0 1727523030000000000

cpu,cpu=cpu0,host=ip-172-31-47-29 usage_idle=94.42344045372013,usage_steal=5.576559546309957,usage_guest=0,usage_guest_nice=0,usage_softirq=0,usage_user=0,usage_system=0,usage_nice=0,usage_iowait=0,usage_irq=0 1727523060000000000

cpu,cpu=cpu-total,host=ip-172-31-47-29 usage_user=0,usage_system=0.0979431929480092,usage_idle=97.84524975513197,usage_irq=0,usage_softirq=0,usage_steal=2.0568070519089585,usage_nice=0,usage_iowait=0,usage_guest=0,usage_guest_nice=0 1727523080000000000

